car_id,make,model,year,mileage,fuel_type,transmission,engine_power,body_type,price
871323063,Skoda,Fabia,2021,22911,Benzín,M,59,H,315000
765416112,Volkswagen,Golf,2019,145723,Diesel,M,85,C,300000
400243929,Bmw,Rada 5,2014,184245,Diesel,A,160,C,299000
709276868,Opel,Insignia,2011,155122,Diesel,A,118,C,210000
205278217,Volvo,V90,2016,99518,Diesel,A,173,C,535000
560285951,Mazda,6,2009,123580,Diesel,M,120,S,145000
785286173,Nissan,Juke,2010,70449,Benzín,M,140,SUV,155000
321284029,Ford,Focus,2015,83592,Benzín,M,74,C,153000
945272492,Fiat,Ducato,2017,74906,Diesel,M,85,V,289200
178287713,Ford,B Max,2014,109313,Diesel,M,70,MPV,142000
795290174,Citroen,C4 Picasso,2015,100036,Benzín,M,96,MPV,175000
225285218,Ford,Kuga,2012,116296,Diesel,A,120,SUV,219000
585278255,Audi,A6,2010,234511,Diesel,A,140,C,160000
768292771,Citroen,Jumper,2014,163175,Diesel,M,96,V,260000
545290149,Opel,Insignia,2014,139615,Diesel,M,120,C,225000
488288743,Ford,Galaxy,2014,148479,Benzín,M,118,MPV,185000
855291177,Ford,Focus,2019,131791,Diesel,A,110,C,319000
357295629,Opel,Insignia,2011,90327,Diesel,M,118,C,180000
145295410,Ford,Transit Custom,2019,164553,Diesel,M,125,V,435600
350295930,Ford,Edge,2017,126943,Diesel,A,154,SUV,440000
945295190,Opel,Grandland X,2018,111773,Diesel,M,88,SUV,338000
847281681,Jeep,Grand Cherokee,2011,105823,Diesel,A,177,SUV,359000
785296095,Toyota,Verso,2009,87708,Benzín,A,108,MPV,150000
251296020,Citroen,C3 Aircross,2019,84038,Benzín,M,96,SUV,330000
575297453,Jaguar,F Pace,2019,134658,Diesel,A,221,C,626000
674295362,Citroen,C5,2009,247215,Diesel,M,125,C,89000
820297976,Peugeot,3008,2014,135404,Diesel,M,110,MPV,160000
334298326,Peugeot,5008,2011,261578,Diesel,M,82,MPV,84000
369296830,Ford,B Max,2014,126489,Diesel,M,71,MPV,144000
636291558,Skoda,Octavia,1999,328963,Benzín,M,55,S,25800
229296817,Citroen,C4,2015,111715,Benzín,M,81,H,179000
247298619,Bmw,X5,2018,110530,Diesel,A,280,SUV,999000
339297827,Ford,Mondeo,2009,173219,Diesel,M,129,C,118000
715298266,Skoda,Octavia,2011,227489,Diesel,M,77,C,128000
420297935,Renault,Scenic,2010,163300,Diesel,M,96,MPV,79000
734298367,Ford,Mondeo,2008,171373,Diesel,M,129,C,110000
597298654,Renault,Espace,2015,91388,Benzín,A,147,MPV,379000
654298361,Peugeot,807,2013,126717,Diesel,M,100,MPV,225000
959299889,Skoda,Superb,2014,265300,Benzín,A,191,S,170000
989298893,Fiat,Bravo,2013,118700,Benzín,M,66,H,60000
465300140,Peugeot,3008,2018,195830,Diesel,M,110,MPV,299000
518300745,Mini,Clubman,2017,152261,Diesel,M,110,C,326000
140300908,Ford,Mondeo,2016,159820,Diesel,A,132,C,280000
796299574,Hyundai,Ix35,2011,135411,Diesel,M,85,SUV,174000
580300952,Ford,Focus,2009,132664,Diesel,M,100,CAB,110000
645301258,Skoda,Superb,2019,131251,Benzín,A,200,S,473000
781299995,Citroen,Berlingo,2017,131239,Benzín,M,81,MPV,179000
220301917,Ford,S Max,2007,214630,Diesel,M,96,MPV,69000
739299867,Ford,Focus,2015,138671,Diesel,M,85,H,188000
508300744,Volkswagen,Tiguan,2012,82843,Benzín,M,90,SUV,245000
655301157,Ford,Mondeo,2008,168436,Diesel,M,129,C,120000
780301895,Kia,Ceed,2013,162796,Benzín,M,73,H,119000
754302370,Volkswagen,Golf,2016,145097,Diesel,M,81,C,180000
637302658,Peugeot,5008,2010,214464,Diesel,M,80,MPV,104000
786302496,Ford,Focus,2013,135784,Diesel,A,103,C,225000
787301597,Kia,Sorento,2015,142889,Diesel,A,147,SUV,405000
205303114,Audi,A1,2014,136349,Benzín,A,136,H,250000
575303150,Ford,Focus,2018,100718,Diesel,M,88,H,198000
780303900,Bmw,Rada 1,2016,106113,Benzín,M,80,H,219000
270303924,Skoda,Octavia,2019,146586,Diesel,M,85,S,272000
161303014,Renault,Scenic,2012,165351,Diesel,M,81,MPV,118000
771302071,Mercedes Benz,Trida E,2009,195194,Diesel,A,170,C,220000
457303640,Citroen,C5 Aircross,2019,176002,Diesel,A,130,SUV,364000
815302276,Volkswagen,Passat,2013,145294,Diesel,M,77,C,189000
425304437,Renault,Koleos,2012,177790,Diesel,M,110,C,150000
916304586,Renault,Grand Scenic,2011,213997,Diesel,M,81,MPV,90000
844303379,Citroen,C5 Aircross,2019,92586,Diesel,A,96,SUV,415000
185303411,Seat,Leon,2015,142725,Diesel,M,135,H,238000
614303356,Opel,Corsa,2021,33252,Benzín,A,74,H,345000
235303218,Ford,Galaxy,2008,182377,Diesel,M,103,MPV,139000
775304271,Ford,Focus,2011,105714,Diesel,M,66,H,102000
565304253,Renault,Clio,2016,54816,Benzín,M,54,C,160000
785305198,Peugeot,5008,2016,80754,Diesel,M,88,MPV,210000
264305321,Ford,Galaxy,2014,239675,Diesel,A,120,MPV,185000
787304603,Ford,Mondeo,2019,129886,Diesel,M,110,C,345000
529302847,Skoda,Fabia,2017,188502,Diesel,M,66,C,179000
238304718,Volkswagen,Golf,2013,226188,Diesel,M,77,C,187000
149303809,Opel,Mokka,2012,142656,Benzín,M,103,SUV,182000
989305893,Skoda,Octavia,2013,176671,Diesel,M,110,C,199000
380305933,Seat,Altea,2012,172313,Benzín,M,77,H,73000
109305807,Audi,Sq7,2017,164852,Diesel,A,320,SUV,930000
480303943,Nissan,Qashqai,2014,98469,Benzín,A,85,SUV,295000
705305164,Kia,Ceed,2014,127292,Diesel,M,94,H,175000
805306276,Bmw,X3,2013,165395,Diesel,M,135,SUV,280000
449299840,Kia,Ceed,2011,174087,Benzín,M,66,C,72000
464306341,Renault,Fluence,2011,156201,,M,81,S,99000
754306371,Opel,Astra,2013,238351,Diesel,M,96,C,73000
655305160,Renault,Scenic,2014,45058,Benzín,M,97,MPV,195000
915306186,Renault,Megane,2014,100155,Benzín,M,85,H,150000
120303907,Bmw,Rada 5,2012,138750,Diesel,A,160,C,290000
545306149,Ford,Focus,2011,150168,Diesel,M,120,H,149000
235306218,Mazda,Cx 3,2015,92665,Benzín,M,88,SUV,305000
515305443,Ford,Kuga,2017,106332,Benzín,A,134,SUV,385000
290300923,Citroen,C4,2017,108573,Benzín,A,96,H,183000
497305643,Hyundai,Tucson,2009,128565,Benzín,M,104,SUV,130000
349306830,Bmw,Rada 5,2011,193903,Diesel,A,180,S,279000
715305265,Skoda,Octavia,2013,147102,Benzín,M,162,C,325000
909306886,Mercedes Benz,Glk,2009,69030,Diesel,A,165,SUV,345000
764305371,Peugeot,308,2016,77701,Benzín,A,96,H,210000
787305603,Volkswagen,Tiguan,2012,110557,Diesel,A,103,SUV,279000
220266912,Ford,Kuga,2013,145132,Diesel,A,103,SUV,260000
306306526,Citroen,C4 Grand Picasso,2013,184960,Diesel,A,85,MPV,170000
786306499,Mini,Countryman,2021,14348,Diesel,M,110,C,540000
784307296,Opel,Insignia,2012,178932,Benzín,A,191,C,170000
404307334,Ford,Fiesta,2017,69572,Benzín,M,74,H,190000
885305286,Chevrolet,Epica,2007,117447,Benzín,A,115,S,110000
505306245,Bmw,Rada 3,2014,140130,Diesel,M,135,C,274000
375307234,Skoda,Fabia,2014,155967,Benzín,M,63,C,90000
268306719,Mercedes Benz,Trida M,2008,173039,Diesel,A,165,SUV,238000
354306330,Ford,Mondeo,2015,164333,Diesel,A,132,C,270000
217307615,Volkswagen,Golf,2016,146037,Diesel,M,81,C,225000
827306677,Kia,Stonic,2018,76611,Benzín,M,88,SUV,285000
508307744,Opel,Astra,2011,181943,Diesel,M,92,C,79000
718307766,Ford,Mondeo,2011,168746,Diesel,M,85,C,115000
149306811,Kia,Sportage,2015,126268,Benzín,M,122,SUV,305000
426307536,Opel,Zafira,2015,131071,,M,103,MPV,226000
780285897,Ford,Focus,2012,44853,Benzín,M,74,H,157000
206306514,Peugeot,2008,2016,58540,Benzín,A,81,SUV,229000
226306516,Ford,Kuga,2018,55962,Diesel,M,110,SUV,390000
781307995,Bmw,Rada 3,2014,100824,Diesel,M,85,C,230000
610306956,Ford,S Max,2007,173256,Diesel,M,103,MPV,120000
620306957,Ford,Galaxy,2009,175336,Diesel,M,103,MPV,159000
482308444,Opel,Insignia,2010,228658,Diesel,M,118,C,69000
589307853,Kia,Ceed,2018,160804,Benzín,M,73,H,182000
914273388,Volkswagen,Tiguan,2010,92839,Benzín,M,110,SUV,206000
619308857,Volkswagen,Golf,2015,122548,Diesel,A,110,C,295000
989308893,Mazda,3,2014,184434,Benzín,M,74,H,165000
750308969,Skoda,Octavia,2009,254735,Benzín,M,75,S,39000
710308965,Mercedes Benz,Trida B,2005,137892,Benzín,M,85,H,85000
785308100,Kia,Rio,2017,120285,Benzín,M,88,H,230000
975308496,Volkswagen,Golf,2014,204634,Diesel,M,77,C,180000
729308867,Skoda,Octavia,2018,194293,Diesel,M,85,S,230000
415309135,Seat,Leon,2010,205158,Diesel,M,77,C,66000
775309170,Kia,Ceed,2015,136804,Diesel,M,66,C,99000
795307474,Volvo,Xc60,2009,177452,Diesel,M,129,SUV,215000
355309229,Volkswagen,Tiguan,2012,211927,Diesel,M,81,SUV,190000
375309231,Seat,Ibiza,2010,168439,Benzín,M,51,H,70000
784309302,Opel,Astra,2011,202618,Diesel,M,81,H,92000
506308544,Skoda,Rapid,2017,143295,Diesel,M,85,S,235000
780291904,Ford,Focus,2018,86334,Benzín,M,74,H,209000
734309364,Citroen,C4 Picasso,2014,198563,Diesel,M,110,MPV,200000
614309355,Fiat,Punto,2016,194009,Diesel,M,70,H,95000
809306874,Seat,Alhambra,2013,180232,Diesel,M,103,MPV,250000
259308819,Skoda,Karoq,2018,111846,Diesel,A,110,SUV,499000
410295936,Skoda,Superb,2018,167723,Diesel,M,88,C,350000
746309568,Bmw,Rada 3,2020,51046,Diesel,A,195,C,800000
926309585,Ford,C Max,2015,111006,Diesel,M,88,MPV,220000
927307685,Opel,Mokka,2014,91821,Diesel,M,96,SUV,210000
488309742,Jeep,Grand Cherokee,2012,180142,Diesel,A,140,C,280000
260307922,Volkswagen,Tiguan,2012,101734,Benzín,M,90,SUV,230000
546308546,Citroen,C4,2017,100109,Benzín,A,96,H,240000
719309864,Bmw,X1,2016,136679,Diesel,M,110,SUV,310000
780309904,Skoda,Fabia,2007,165920,Benzín,M,44,H,49000
524309347,Skoda,Fabia,2006,165603,Benzín,M,47,C,40000
736309567,Skoda,Yeti,2014,142968,Benzín,M,77,SUV,249000
401310033,Nissan,Juke,2011,126407,Diesel,M,81,SUV,130000
695308465,Volkswagen,Sharan,2012,240481,Diesel,M,103,MPV,205000
661310060,Volkswagen,Passat,2015,251169,Diesel,A,110,C,229000
425310135,Citroen,C3 Picasso,2010,138115,Benzín,M,70,MPV,99000
941309088,Opel,Insignia,2015,139695,Diesel,M,125,C,219000
339285828,Skoda,Scala,2020,87378,Diesel,M,85,H,350000
677309661,Skoda,Rapid,2014,138028,Benzín,M,77,H,170000
315310226,Bmw,X4,2020,92600,Diesel,A,195,SUV,848000
764310370,Peugeot,508,2016,200475,Diesel,A,133,S,205000
405310434,Citroen,Jumpy,2013,203445,Diesel,M,94,V,189000
790308973,Skoda,Fabia,2020,165014,Benzín,M,70,C,200000
657309659,Skoda,Octavia,2013,311096,Diesel,A,110,S,160000
840308978,Opel,Insignia,2015,99737,Diesel,M,125,C,275000
126310506,Volkswagen,Passat,2018,163371,Diesel,A,140,C,380000
686310562,Skoda,Fabia,2004,236825,Benzín,M,47,S,25000
247309618,Renault,Scenic,2018,127641,Benzín,A,103,MPV,319000
287309622,Peugeot,308,2014,114946,Benzín,A,96,C,180000
899308884,Renault,Grand Scenic,2017,138475,Diesel,M,96,MPV,300000
304309325,Volkswagen,Passat,2013,123621,Diesel,A,77,C,213000
786309503,Ford,C Max,2013,133779,Diesel,M,85,MPV,190000
787310603,Ford,Focus,2008,184259,Benzín,M,92,C,50000
117310605,Peugeot,508,2015,222278,Diesel,A,133,C,210000
465308141,Mazda,Cx 3,2016,152232,Benzín,A,110,SUV,325000
359308831,Mercedes Benz,Cla,2015,107335,Benzín,A,155,C,415000
240308918,Nissan,Qashqai,2015,89006,Diesel,A,96,SUV,289000
807309673,Renault,Captur,2017,93091,Benzín,M,66,SUV,232000
627310656,Hyundai,Kona,2020,46374,Benzín,A,130,H,409000
969309890,Volkswagen,Passat,2017,170150,Diesel,A,140,C,415000
808310774,Opel,Mokka,2012,110692,Benzín,M,103,H,170000
439310837,Nissan,Navara,2021,40102,Diesel,M,120,SUV,579000
410309933,Hyundai,Ix35,2012,145484,Diesel,M,135,SUV,219000
997309693,Peugeot,508,2015,167371,Diesel,M,88,S,170000
670309958,Ford,Mondeo,2011,174287,Diesel,M,103,C,140000
441309038,Kia,Sportage,2019,132201,Diesel,A,100,SUV,409000
710309964,Ford,Focus,2014,74542,Benzín,M,110,H,199000
145310108,Skoda,Superb,2014,364879,Diesel,M,77,C,115000
780310901,Kia,Carens,2008,167598,Diesel,M,84,MPV,60000
160277914,Opel,Astra,2020,107191,Diesel,A,90,C,347000
781309998,Skoda,Octavia,2018,51482,Diesel,A,110,C,410000
786309496,Volkswagen,Golf,2012,152795,Diesel,M,103,C,193000
147295609,Peugeot,3008,2018,67272,Diesel,A,96,MPV,385000
657310661,Bmw,Rada 3,2009,214667,Diesel,A,130,C,130000
180288913,Renault,Megane,2015,118810,Benzín,M,85,C,165000
705310464,Skoda,Fabia,2008,140200,Benzín,M,51,C,69000
935311188,Volkswagen,Golf,2009,136515,Benzín,M,75,H,100000
785310403,Citroen,C4 Grand Picasso,2016,116759,Diesel,M,110,MPV,282000
785310202,Ford,Focus,2013,33534,Benzín,M,92,C,160000
555310249,Seat,Ibiza,2017,113799,Benzín,M,55,H,200000
954311388,Hyundai,Ix35,2011,143254,Diesel,M,85,SUV,170000
181311011,Citroen,Berlingo,2019,145509,Diesel,M,75,MPV,338800
255311418,Skoda,Fabia,2012,161774,Benzín,M,63,H,103000
975311491,Citroen,Jumpy,2019,165051,Diesel,M,90,V,284400
185311112,Skoda,Roomster,2010,170864,Benzín,M,77,MPV,122000
416311535,Peugeot,308,2019,128946,Benzín,M,96,C,190000
836311575,Seat,Alhambra,2019,140133,Diesel,A,110,MPV,429000
677311661,Land Rover,Range Rover Sport,2015,174792,Diesel,A,225,SUV,548000
420310936,Skoda,Scala,2021,62327,Benzín,M,81,H,385000
814311375,Kia,Sportage,2016,152626,Benzín,M,97,SUV,319000
238311717,Bmw,X5,2020,80000,Diesel,A,250,SUV,1290000
381310032,Hyundai,I30,2020,71013,Benzín,M,81,H,272000
171311012,Hyundai,Tucson,2017,140929,Benzín,A,130,SUV,350000
808311774,Ford,B Max,2013,223779,Diesel,M,55,MPV,70000
698311763,Peugeot,308,2020,10872,Benzín,M,81,H,289000
471304043,Ford,Mondeo,2010,159404,Diesel,M,129,C,139000
285311223,Volkswagen,Golf,2010,153693,Diesel,M,103,C,169000
859311880,Mercedes Benz,Trida E,2010,276339,Diesel,M,100,C,150000
775311471,Bmw,X3,2021,57500,Diesel,A,140,SUV,899000
191312013,Skoda,Karoq,2017,101428,Diesel,A,110,SUV,449000
786311500,Skoda,Roomster,2010,192601,Benzín,M,77,MPV,115000
785311395,Hyundai,Tucson,2006,189462,Diesel,M,103,SUV,89000
461312040,Ford,Kuga,2017,156339,Benzín,M,110,SUV,278000
741312069,Skoda,Octavia,2016,229696,Diesel,M,110,S,179000
788309692,Citroen,C4,2015,163474,Diesel,M,110,H,180000
495312143,Skoda,Octavia,2017,181259,Diesel,M,85,C,245000
784288294,Ford,Galaxy,2011,178692,Diesel,A,120,MPV,215000
676310560,Ford,Mondeo,2008,249543,Diesel,M,96,C,64000
771310069,Audi,Q5,2015,164391,Diesel,M,140,SUV,385000
515312245,Ford,Focus,2009,195120,Diesel,M,100,CAB,74000
585312252,Volvo,S80,2013,249879,Diesel,A,169,S,215000
958307790,Skoda,Octavia,2012,200361,Diesel,A,77,C,150000
655311260,Volkswagen,Golf Plus,2013,78954,Benzín,M,90,H,190000
885312282,Volkswagen,Golf,2022,24056,Benzín,A,221,H,720000
784312300,Ford,C Max,2005,153351,Benzín,M,74,C,69000
391312031,Ford,Focus,2020,132023,Diesel,M,88,C,289000
351312026,Ford,Focus,2019,140146,Diesel,M,88,C,279000
678311762,Kia,Stonic,2018,63756,Benzín,M,88,SUV,290000
784312298,Hyundai,Ix35,2010,196622,Benzín,M,120,SUV,150000
555312448,Peugeot,Expert,2017,174292,Diesel,M,66,V,196100
894312383,Ford,Transit Connect,2018,146817,Diesel,M,74,,218000
145310209,Ssangyong,Tivoli,2017,123388,Diesel,M,85,SUV,239000
146310508,Opel,Mokka,2015,168980,Diesel,M,100,SUV,208000
660309962,Opel,Mokka,2015,135828,Diesel,M,100,SUV,220000
528310746,Ford,Focus,2013,72548,Benzín,M,92,H,145000
960310990,Peugeot,2008,2018,88212,Benzín,A,81,SUV,260000
970310991,Peugeot,308,2019,126998,Benzín,M,81,C,230000
791311073,Renault,Kadjar,2018,93698,Diesel,M,96,SUV,325000
627311660,Citroen,C3 Aircross,2019,91951,Benzín,M,81,SUV,229000
781312001,Ford,Mondeo,2013,189433,Diesel,M,120,C,145000
576311551,Volkswagen,Sportsvan,2016,95273,Diesel,M,81,MPV,259000
897311683,Volkswagen,Passat,2015,132784,Diesel,M,110,S,315000
617312655,Skoda,Octavia,2017,118407,Diesel,M,85,S,220000
188312712,Skoda,Octavia,2009,303091,Diesel,M,103,S,90000
829311876,Hyundai,Santa Fe,2014,147198,Diesel,A,145,SUV,378000
785310400,Ford,S Max,2013,174664,Diesel,A,120,MPV,215000
839312877,Peugeot,206,2010,119955,Benzín,M,55,H,59000
930311987,Volkswagen,Polo,2013,124707,Benzín,M,66,H,169000
465306141,Skoda,Octavia,2014,155517,Diesel,M,77,C,189000
398311732,Opel,Mokka,2013,163008,Diesel,M,96,SUV,191000
131313005,Hyundai,Ix35,2012,100062,Diesel,M,85,SUV,190000
975310191,Hyundai,Ix35,2012,169793,Diesel,M,135,SUV,180000
551313049,Renault,Megane,2015,165949,Diesel,M,81,C,130000
788312772,Ford,Mondeo,2009,162363,Diesel,M,103,C,125000
206312514,Skoda,Superb,2009,228294,Benzín,A,191,S,157000
858261789,Renault,Megane,2013,123091,Diesel,M,81,H,138000
166312510,Kia,Ceed,2020,191245,Diesel,A,100,C,260000
871313081,Volvo,S60,2004,223150,Benzín,A,154,S,79000
981313092,Renault,Thalia,2005,176190,Benzín,M,72,S,24000
395313133,Kia,Carens,2007,161624,Benzín,M,106,H,62000
845313178,Peugeot,308,2019,94814,Diesel,M,75,C,260000
205313212,Renault,Megane,2016,113346,Benzín,M,85,C,130000
375313230,Subaru,Xv,2013,102235,Benzín,A,110,C,289000
326312526,Skoda,Fabia,2015,112570,Benzín,M,66,C,190000
735313264,Skoda,Superb,2016,94293,Diesel,A,110,C,395000
164313308,Ford,Kuga,2011,82863,Diesel,M,103,SUV,230000
184313311,Skoda,Roomster,2006,177770,Benzín,M,63,MPV,70000
686312563,Volkswagen,Tiguan,2015,150417,Diesel,M,110,SUV,329000
966301590,Volkswagen,Tiguan,2014,103889,Benzín,M,110,SUV,290000
106312505,Volkswagen,Transporter,2019,187857,Diesel,M,75,V,302500
927312687,Skoda,Octavia,2019,127541,Diesel,M,85,C,315000
967312689,Skoda,Octavia,2018,107594,Diesel,M,85,C,325000
614313354,Ford,Mondeo,2008,147333,Diesel,M,103,S,100000
157312608,Audi,A4,2016,92368,Benzín,M,110,C,365000
785312100,Skoda,Octavia,2010,126031,Benzín,M,75,S,75000
245313416,Kia,Sportage,2019,59551,Benzín,A,130,SUV,455000
471312041,Peugeot,308,2019,97588,Diesel,M,96,C,250000
415313433,Kia,Ceed,2019,101551,Benzín,M,88,C,233000
576312551,Bmw,Rada 1,2011,127238,Benzín,M,125,H,210000
786312497,Skoda,Kodiaq,2018,94479,Diesel,A,110,SUV,609000
655313457,Mercedes Benz,Trida E,2005,189823,,A,165,C,135000
476313538,Peugeot,2008,2016,86948,Benzín,M,60,SUV,185000
157313607,Volkswagen,Tiguan,2018,175155,Benzín,A,132,SUV,435000
177313609,Citroen,Berlingo,2019,75705,Benzín,M,81,MPV,345000
975312493,Skoda,Octavia,2019,60032,Diesel,M,85,S,335000
626289557,Skoda,Fabia,2010,183978,Benzín,M,63,C,89000
344312326,Skoda,Octavia,2017,136117,Diesel,M,110,S,300000
444312340,Skoda,Octavia,2018,69793,Diesel,M,85,S,315000
815313470,Skoda,Scala,2019,159925,Diesel,M,85,H,295000
766297571,Skoda,Octavia,2017,141888,Diesel,M,85,C,281000
831312078,Citroen,C4 Cactus,2018,129639,Benzín,M,81,H,190000
871312081,Peugeot,2008,2017,114031,Benzín,M,81,SUV,210000
995312490,Ford,Focus,2019,134961,Diesel,M,88,C,299000
639312855,Seat,Ibiza,2018,75106,Benzín,M,55,H,210000
788313699,Ford,B Max,2013,112933,Diesel,M,70,MPV,120000
555311248,Hyundai,I30,2017,157763,Diesel,M,81,H,209000
887313679,Hyundai,Kona,2019,78556,Benzín,A,130,SUV,389000
837312676,Chevrolet,Trax,2014,38458,Benzín,M,103,SUV,209000
569312851,Peugeot,5008,2014,121064,Diesel,M,84,MPV,219000
649312854,Hyundai,Tucson,2016,108205,Benzín,A,130,SUV,380000
100312902,Ford,Fiesta,2021,74780,Benzín,M,74,H,260000
618313754,Skoda,Fabia,2011,180829,Benzín,M,63,C,94000
375312131,Fiat,Ducato,2019,143934,Diesel,M,130,,441700
309313820,Audi,A6,2014,244981,Diesel,A,150,C,250000
738305768,Land Rover,Evoque,2014,151107,Diesel,A,110,SUV,375000
290310923,Skoda,Octavia,2010,299498,Diesel,M,77,C,79000
780311894,Skoda,Octavia,2015,124438,Diesel,M,81,C,235000
785313201,Opel,Astra,2021,126937,Diesel,M,90,C,260000
648312757,Ford,Mondeo,2010,162566,Diesel,M,120,C,122000
321312029,Volvo,Xc60,2016,115928,Diesel,M,140,SUV,395000
805312473,Ford,Focus,2020,115626,Diesel,M,88,C,299000
705311164,Peugeot,308,2019,139379,Diesel,M,75,C,208000
907311684,Opel,Grandland X,2018,60006,Benzín,M,96,SUV,335000
945312186,Peugeot,3008,2014,151488,Diesel,M,84,MPV,179000
367312630,Peugeot,308,2015,98075,Benzín,A,96,H,240000
876311585,Renault,Scenic,2016,160007,Diesel,M,96,MPV,160000
330313923,Peugeot,5008,2016,193522,Diesel,M,88,MPV,135000
970313983,Volkswagen,Touran,2012,198517,Diesel,M,103,C,205000
241314011,Peugeot,407,2008,153510,Diesel,M,80,S,60000
341314020,Renault,Laguna,2012,127711,Benzín,M,103,S,155000
154313307,Seat,Alhambra,2015,224397,Diesel,A,130,MPV,275000
921314079,Skoda,Fabia,2008,168505,Benzín,M,51,H,65000
469312840,Hyundai,Ix35,2014,146310,Diesel,M,100,SUV,252000
609312852,Citroen,C4,2016,47335,Benzín,M,81,H,212000
655313258,Renault,Scenic,2014,158694,Diesel,M,81,MPV,180000
675313259,Renault,Scenic,2016,141731,Diesel,M,81,MPV,170000
788312702,Opel,Mokka,2017,93092,Diesel,M,100,SUV,235000
831313077,Mini,Countryman,2013,139381,Diesel,M,82,SUV,200000
515314236,Kia,Ceed,2016,56500,Benzín,M,99,C,210000
324314315,Citroen,C4 Picasso,2014,246430,Diesel,M,68,MPV,120000
255314112,Ford,S Max,2007,240813,Diesel,A,103,MPV,68000
914314374,Skoda,Superb,2017,215682,Diesel,M,140,C,320000
804314364,Bmw,Rada 1,2012,88572,Benzín,M,100,H,175000
838312779,Fiat,500X,2016,122784,Benzín,M,103,SUV,210000
297313621,Volkswagen,Passat,2015,138064,Diesel,A,140,C,405000
